Skeleton ID,Pre or Post,Date Began Tracing,Original Annotator,# of Nodes,If Soma=1,Cell Type,Comments,Date Finished Tracing,Reviewer,Date Began Reviewing,# of Nodes Post-Review,TAGS_TO-CHECK,checked?,INITIALS,# of branches added by reviewer,# of branches CBR,# of distal nodes tagged CBR,# of branches removed by reviewer,# of synapses altered,Date Finished,Reviewing Comments,Seeder,Date Seeded,CATMAID Section #,Connector ID,Original Connector ID
522892038,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=26640.0&yp=360595.0&xp=265138.0&tool=tracingtool&sid0=6&s0=-2"", ""PRE"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,522892036,21959.0
522892052,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=26640.0&yp=360595.0&xp=265138.0&tool=tracingtool&sid0=6&s0=-2"", ""POST"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,522892036,21959.0
4433146,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=28920.0&yp=474712.0&xp=314504.0&tool=tracingtool&sid0=6&s0=-2"", ""PRE"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,4417680,UHOH
4433160,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=28920.0&yp=474712.0&xp=314504.0&tool=tracingtool&sid0=6&s0=-2"", ""POST"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,4417680,UHOH
4433146,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=29960.0&yp=470660.0&xp=317620.0&tool=tracingtool&sid0=6&s0=-2"", ""PRE"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,4417682,UHOH
4433564,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=29960.0&yp=470660.0&xp=317620.0&tool=tracingtool&sid0=6&s0=-2"", ""POST"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,4417682,UHOH
4451658,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=32240.0&yp=401940.0&xp=350740.0&tool=tracingtool&sid0=6&s0=-2"", ""PRE"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,4417822,UHOH
4451672,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=32240.0&yp=401940.0&xp=350740.0&tool=tracingtool&sid0=6&s0=-2"", ""POST"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,4417822,UHOH
4597660,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=22960.0&yp=446552.0&xp=258304.0&tool=tracingtool&sid0=6&s0=-2"", ""PRE"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,4417702,UHOH
4597674,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=22960.0&yp=446552.0&xp=258304.0&tool=tracingtool&sid0=6&s0=-2"", ""POST"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,4417702,UHOH
4450986,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=4280.0&yp=293684.0&xp=451684.0&tool=tracingtool&sid0=6&s0=-2"", ""PRE"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,4417984,3399154.0
4451000,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=4280.0&yp=293684.0&xp=451684.0&tool=tracingtool&sid0=6&s0=-2"", ""POST"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,4417984,3399154.0
4418232,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=9160.0&yp=289584.0&xp=321672.0&tool=tracingtool&sid0=6&s0=-2"", ""PRE"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,4417898,2828595.0
4417990,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=9160.0&yp=289584.0&xp=321672.0&tool=tracingtool&sid0=6&s0=-2"", ""POST"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,4417898,2828595.0
4451248,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=18080.0&yp=385164.0&xp=255676.0&tool=tracingtool&sid0=6&s0=-2"", ""PRE"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,4417732,306414.0
4451266,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=18080.0&yp=385164.0&xp=255676.0&tool=tracingtool&sid0=6&s0=-2"", ""POST"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,4417732,306414.0
4597896,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=13520.0&yp=372200.0&xp=231948.0&tool=tracingtool&sid0=6&s0=-2"", ""PRE"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,4417706,UHOH
4597910,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=13520.0&yp=372200.0&xp=231948.0&tool=tracingtool&sid0=6&s0=-2"", ""POST"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,4417706,UHOH
4449470,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=5520.0&yp=363996.0&xp=345916.0&tool=tracingtool&sid0=6&s0=-2"", ""PRE"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,4417686,UHOH
4449484,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=5520.0&yp=363996.0&xp=345916.0&tool=tracingtool&sid0=6&s0=-2"", ""POST"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,4417686,UHOH
4449910,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=13200.0&yp=478384.0&xp=343368.0&tool=tracingtool&sid0=6&s0=-2"", ""PRE"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,4417690,UHOH
4449924,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=13200.0&yp=478384.0&xp=343368.0&tool=tracingtool&sid0=6&s0=-2"", ""POST"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,4417690,UHOH
4450584,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=26040.0&yp=410732.0&xp=304760.0&tool=tracingtool&sid0=6&s0=-2"", ""PRE"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,4417700,UHOH
4450598,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=26040.0&yp=410732.0&xp=304760.0&tool=tracingtool&sid0=6&s0=-2"", ""POST"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,4417700,UHOH
4450308,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=27200.0&yp=452356.0&xp=312716.0&tool=tracingtool&sid0=6&s0=-2"", ""PRE"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,4417696,214329.0
4450322,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=27200.0&yp=452356.0&xp=312716.0&tool=tracingtool&sid0=6&s0=-2"", ""POST"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,4417696,214329.0
4450810,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=15120.0&yp=204156.0&xp=317644.0&tool=tracingtool&sid0=6&s0=-2"", ""PRE"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,4417986,3403974.0
4450824,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=15120.0&yp=204156.0&xp=317644.0&tool=tracingtool&sid0=6&s0=-2"", ""POST"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,4417986,3403974.0
4451516,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=10720.0&yp=392500.0&xp=323320.0&tool=tracingtool&sid0=6&s0=-2"", ""PRE"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,4417792,UHOH
4451530,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=10720.0&yp=392500.0&xp=323320.0&tool=tracingtool&sid0=6&s0=-2"", ""POST"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,4417792,UHOH
4451370,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=13080.0&yp=366808.0&xp=313884.0&tool=tracingtool&sid0=6&s0=-2"", ""PRE"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,4417752,823330.0
4451384,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=13080.0&yp=366808.0&xp=313884.0&tool=tracingtool&sid0=6&s0=-2"", ""POST"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,4417752,823330.0
4450014,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=20840.0&yp=391016.0&xp=311200.0&tool=tracingtool&sid0=6&s0=-2"", ""PRE"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,4417694,129399.0
4450208,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=20840.0&yp=391016.0&xp=311200.0&tool=tracingtool&sid0=6&s0=-2"", ""POST"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,4417694,129399.0
4450014,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=20640.0&yp=392560.0&xp=310048.0&tool=tracingtool&sid0=6&s0=-2"", ""PRE"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,4417692,UHOH
4450028,"=HYPERLINK(""http://catmaid.hms.harvard.edu/?pid=1012&zp=20640.0&yp=392560.0&xp=310048.0&tool=tracingtool&sid0=6&s0=-2"", ""POST"")",,,,,e,,,,,,,,,,,,,,,,LoganBot,2014/10/8,4417692,UHOH
